CASE;SERIAL;REF;QUESTNNR;MODE;STARTED;ID02;ID03;ID03_01;ID03_02;ID03_03;ID04;ID04_01;ID04_02;ID04_03;ID06;ID06_01;ID06_02;ID06_03;ID06_04;ID06_05;ID06_06;ID06_07;ID06_07a;ID05_01;SA01_01;SA02_01;SA05_01;CS01_01;CS02_01;CS03_01;CS04_01;ES01_01;FI01_01;TM04;ST01;EV02;EV02_01;EV02_02;EV02_03;EV02_04;EV02_05;EX01_01;MD01_01;MY01_01;SS01_01;SS02_01;SD01_01;AD01;AD01_01;AC01_01;AR01_01;AT01_01;MF01;MF01_13;MF03;MF02;MF02_01;MF02_02;MF02_03;MF02_04;MF02_05;MF02_06;MF02_07;MF02_08;MF02_09;MF02_14;MF02_10;MF02_11;MF02_12;MF02_13;MF02_13a;MF02_15;RM01;RM01_01;RM01_02;RM01_03;RM01_04;RM01_05;RM01_06;RM01_07;RM01_08;RM01_09;RM01_10;RM01_11;RM01_12;RM01_12a;TB01;SL01_01;SL02_01;SB01_01;PO01_01;PO02_01;WS01_01;PS01;PH01;PH01_01;PH01_08;PH01_09;PH01_10;PH01_11;PH01_13;PH01_15;PH01_19;PH01_23;PH01_24;PH01_27;PR01_01;SE01_01;SE02;SE02_01;SE02_02;HS01_01;RE01_01;PT01_01;SF01;IB01_01;AU01_01;TE01;TE01_01;TE01_02;TE01_03;TE01_04;TE01_08;TE01_09;CT02_01;CT02_02;GR01_01;AV01_01;PQ01_01;II01_01;SV01_01;CO01;IL01_01;BC02;CB01_01;IM01_01;US01;US01_01;US01_02;US01_03;US01_04;TIME001;TIME002;TIME_SUM;MAILSENT;LASTDATA;FINISHED;Q_VIEWER;LASTPAGE;MAXPAGE;MISSING;MISSREL;TIME_RSI;DEG_TIME
1138;;;base;interview;30.04.2020 23:17;1;1;2;1;1;1;1;1;2;1;1;1;1;1;1;1;2;Prisoner;2;1;1;1;2;1;1;1;1;1;4;2;1;1;1;2;1;1;1;1;1;1;1;1;-9;;B_Aug_Wash_36;2;13.08.2019;1;;13;3;2;1;1;1;1;1;1;1;1;1;1;2;1;2;Conspiracy theory;1;0;1;1;1;1;1;1;1;1;1;1;1;1;;4;1;1;2;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;2;1;0;1;1;1;B_Aug_Wash_16;1;-9;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;;;;;;79;778;857;;03.05.2020 14:42;1;0;2;2;15;2;0.75;4
1139;;;base;interview;30.04.2020 23:18;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;1;2;Prisoner;2;1;1;1;1;1;1;1;1;1;4;1;1;1;1;2;1;1;2;1;1;1;1;1;-9;;B_Aug_Oreg_54;2;13.08.2019;1;;13;3;2;1;1;1;1;1;1;1;1;1;1;2;1;2;Conspiracy theory;1;0;1;1;1;1;1;1;1;1;1;1;1;1;;4;1;1;2;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;2;1;0;1;1;1;B_Aug_Oreg_34;1;-9;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;;;;;;57;208;265;;03.05.2020 14:44;1;0;2;2;15;2;Jän.44;22
1140;;;base;interview;30.04.2020 23:19;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;1;2;Prisoner;2;1;1;1;2;1;1;1;1;1;4;1;1;1;1;2;1;1;1;1;1;1;1;1;-9;;B_Aug_Oreg_55;2;13.08.2019;11;;13;3;2;1;1;1;1;1;1;1;1;1;1;2;1;2;Sex trafficking charges;1;0;1;1;1;1;1;1;1;1;1;1;1;1;;4;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;B_Aug_Oreg_34;1;-9;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;;;;;;56;110;166;;03.05.2020 14:47;1;0;2;2;17;3;02.Jän;51
1141;;;base;interview;30.04.2020 23:20;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;1;2;Prisoner;2;1;1;1;2;1;1;1;1;1;4;2;1;1;1;2;1;1;1;1;1;1;1;1;-9;;B_Aug_Wash_37;2;13.08.2019;1;;13;3;2;1;1;1;1;1;1;1;1;1;1;2;1;2;Sex trafficking charges;1;0;1;1;1;1;1;1;1;1;1;1;1;1;;4;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;2;1;0;1;1;1;B_Aug_Wash_16;1;-9;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;;;;;;95;102;197;;03.05.2020 22:24;1;0;2;2;17;3;Jän.77;39
1142;;;base;interview;30.04.2020 23:21;1;1;2;1;1;1;1;1;2;1;1;1;1;1;1;1;2;Prisoner;2;1;1;1;2;1;1;1;1;1;4;2;1;1;1;2;1;1;2;1;1;1;1;1;-9;;B_Aug_Wash_38;2;13.08.2019;1;;13;4;2;2;1;1;1;1;1;1;1;1;1;2;1;2;Sex trafficking charges;1;1;1;1;1;2;1;1;1;1;1;1;1;1;;4;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;2;1;0;1;1;1;B_Aug_Wash_16, B_Jul_Wash_53;1;-9;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;;;;;;175;160;335;;03.05.2020 22:29;1;0;2;2;12;0;01.Aug;16
1143;;;base;interview;30.04.2020 23:22;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;1;2;Prisoner;2;1;1;1;2;1;1;1;1;1;3;2;1;1;1;2;1;1;1;1;1;1;1;1;-9;;B_Aug_Wash_39;2;13.08.2019;11;;13;2;2;1;1;1;1;1;1;1;1;1;1;2;1;1;;1;0;1;1;1;1;1;1;1;1;1;1;1;1;;4;1;1;2;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;2;1;0;1;1;1;B_Aug_Wash_23;1;-9;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;;;;;;141;238;379;;03.05.2020 22:35;1;0;2;2;17;3;0.88;3
1144;;;base;interview;30.04.2020 23:22;-9;1;2;1;1;0;1;1;1;1;1;1;1;1;1;1;2;Prisoner;2;1;1;1;1;1;1;1;1;1;3;1;1;1;1;2;1;1;1;1;1;1;1;1;-9;;B_Aug_Oreg_56;2;13.08.2019;1;;13;3;2;1;1;1;1;1;1;1;1;1;1;2;1;2;Sexual abuse;1;1;2;1;1;1;1;1;1;1;1;1;1;1;;4;1;1;2;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;2;1;0;1;1;1;;1;-9;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;;;;;;145;147;292;;03.05.2020 22:39;1;0;2;2;18;3;Jän.21;20
1145;;;base;interview;30.04.2020 23:23;-9;1;2;1;1;0;1;1;1;1;1;1;1;1;1;1;2;Prisoner;2;1;1;1;1;1;1;1;1;1;4;2;1;1;1;2;1;1;1;1;1;1;1;1;-9;;B_Aug_Wash_40;2;13.08.2019;1;;13;3;2;2;1;1;1;1;1;1;1;1;1;2;1;1;;1;1;2;1;1;1;1;1;1;1;1;1;1;1;;4;1;1;2;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;2;1;0;1;1;1;B_Aug_Wash_16, B_Jul_Wash_53;1;-9;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;;;;;;235;146;381;;03.05.2020 22:46;1;0;2;2;17;3;01.Sep;20
1147;;;base;interview;30.04.2020 23:25;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;1;2;Prisoner;2;1;1;1;2;1;1;1;1;1;3;1;1;1;1;2;1;1;2;1;1;1;1;1;-9;;B_Aug_Oreg_57;2;13.08.2019;11;;13;3;2;1;1;1;1;1;1;1;1;1;1;2;1;2;Conspiracy theory, sex trafficking charges;1;0;1;1;1;1;1;1;1;1;1;1;1;1;;4;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;2;1;0;1;1;1;B_Aug_Oreg_32;1;-9;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;;;;;;104;169;273;;03.05.2020 22:52;1;0;2;2;15;2;Jän.22;14
1148;;;base;interview;30.04.2020 23:26;-9;1;2;1;1;1;1;2;1;1;1;1;1;1;1;1;2;Prisoner;1;1;2;1;2;1;1;1;1;1;3;1;1;1;1;2;1;1;1;1;1;1;1;1;-9;;B_Aug_Oreg_58;2;13.08.2019;1;;13;2;2;1;1;2;1;1;1;1;1;1;1;1;1;1;;1;2;2;1;1;1;1;1;1;1;2;1;1;1;;4;1;1;1;1;1;2;1;0;1;1;1;1;1;1;1;1;1;1;1;2;1;0;1;1;1;;1;-9;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;;;;;;36;200;236;;03.05.2020 22:57;1;0;2;2;17;2;Jän.93;47
1149;;;base;interview;30.04.2020 23:27;-9;1;2;1;1;0;1;1;1;1;1;1;1;1;1;1;2;Prisoner;2;1;1;1;1;1;1;1;1;1;3;1;2;1;1;2;2;1;1;1;1;1;1;1;-9;;B_Aug_Oreg_59;2;13.08.2019;7;;14;3;2;1;1;1;1;1;2;1;1;1;1;1;1;2;Murder;1;0;1;1;1;1;1;1;1;1;1;1;1;1;;4;1;1;2;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;2;1;0;1;1;1;B_Aug_Oreg_32;1;-9;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;;;;;;160;206;366;;03.05.2020 23:03;1;0;2;2;18;3;0.92;7
1150;;;base;interview;30.04.2020 23:27;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;1;2;Prisoner;2;1;1;1;2;1;1;1;1;1;3;1;1;1;1;2;1;1;1;1;1;1;1;1;-9;;B_Aug_Oreg_60;2;13.08.2019;1;;13;3;2;1;1;1;1;1;1;1;1;1;1;2;1;2;Sex trafficking charges;1;0;1;1;1;1;1;1;1;1;1;1;1;1;;4;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;2;1;0;1;1;1;B_Aug_Oreg_32;1;-9;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;-9;-9;-9;1;1;;;;;;90;121;211;;03.05.2020 23:05;1;0;2;2;18;5;Jän.59;30
1152;;;base;interview;04.05.2020 09:41;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;1;2;Prisoner;2;1;1;1;2;1;1;1;1;1;4;1;1;1;1;2;1;1;1;1;1;1;1;1;-9;;B_Aug_Oreg_61;2;13.08.2019;1;;13;2;2;1;1;1;1;1;1;1;1;1;1;2;1;1;;1;0;1;1;1;1;1;1;1;1;1;1;1;1;;4;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;B_Aug_Oreg_34;1;-9;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;;;;;;85;123;208;;04.05.2020 09:45;1;0;2;2;17;3;Jän.61;30
1154;;;base;interview;04.05.2020 13:14;-9;1;2;1;1;0;1;1;1;1;1;1;1;1;1;1;2;Prisoner;2;1;1;1;2;1;1;1;1;1;4;2;1;1;1;1;2;1;1;1;1;1;1;1;-9;;B_Aug_Wash_52;2;14.08.2019;1;;13;4;2;1;1;1;1;1;2;1;1;1;1;2;1;2;Conspiracy theory, Sex trafficking charges;1;0;1;1;1;1;1;1;1;1;1;1;1;1;;4;1;2;2;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;2;1;0;1;1;1;B_Aug_Wash_16;1;-9;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;;;;;;85;182;267;;04.05.2020 13:19;1;0;2;2;18;3;Jän.26;13
1155;;;base;interview;04.05.2020 16:03;-9;1;2;1;1;0;1;1;1;0;1;1;1;1;1;1;1;;2;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;2;1;1;1;1;1;1;1;-9;;B_Aug_Oreg_79;2;14.08.2019;13;Conspiracy theory;13;2;2;1;1;1;1;1;1;1;1;1;1;1;1;2;Conspiracy theory;1;0;1;1;1;1;1;1;1;1;1;1;1;1;;4;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;B_Aug_Oreg_34;1;-9;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;;;;;;577;143;720;;04.05.2020 16:15;1;0;2;2;20;4;1;21
1156;;;base;interview;04.05.2020 16:19;-9;1;2;1;1;1;1;2;1;0;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;2;2;1;3;2;1;1;2;1;1;1;1;1;1;1;1;1;-9;;B_Aug_Wash_53;2;14.08.2019;4;;13;2;1;1;1;2;1;1;1;1;1;1;1;2;1;1;;1;1;1;1;1;1;2;1;1;1;1;1;1;1;;5;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;2;1;0;1;1;1;B_Aug_Wash_50;1;-9;2;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;;;;;;54;220;274;;13.05.2020 13:59;1;0;2;2;17;2;Jän.45;22
1157;;;base;interview;04.05.2020 16:25;-9;1;2;1;1;1;1;1;2;0;1;1;1;1;1;1;1;;1;1;1;1;2;1;2;1;1;1;3;2;1;1;1;1;2;1;2;1;2;1;1;2;-9;;B_Aug_Wash_54;2;14.08.2019;15;;14;4;2;1;1;2;1;1;1;1;1;1;1;1;1;2;Poverty;2;0;1;1;1;1;1;1;1;1;1;1;1;1;;4;1;1;1;1;1;1;3;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;;1;-9;1;2;1;2;1;1;1;1;1;1;1;1;1;1;2;1;-9;1;-9;1;1;;;;;;71;292;363;;04.05.2020 16:31;1;0;2;2;18;3;01.Jän;7
1158;;;base;interview;04.05.2020 16:32;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;1;2;Prisoner;2;1;1;1;2;1;1;1;1;1;3;2;1;1;1;2;1;1;2;1;1;1;1;1;-9;;B_Aug_Wash_55;2;14.08.2019;11;;13;3;2;1;1;1;1;1;1;1;1;1;1;2;1;2;Sex trafficking;1;0;1;1;1;1;1;1;1;1;1;1;1;1;;5;1;1;2;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;2;1;0;1;1;1;B_Aug_Wash_23;1;-9;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;;;;;;77;233;310;;04.05.2020 16:37;1;0;2;2;15;2;Jän.16;8
1160;;;base;interview;04.05.2020 16:50;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;1;2;Prisoner;2;1;1;1;2;1;1;1;1;1;3;1;1;1;1;1;2;1;1;1;1;1;1;1;-9;;B_Aug_Oreg_81;2;14.08.2019;1;;13;3;2;1;1;1;1;1;1;1;1;1;1;2;1;2;Sex trafficking;1;0;1;1;1;1;1;1;1;1;1;1;1;1;;5;1;1;2;1;1;2;1;0;1;1;1;1;1;1;1;1;1;1;1;2;1;0;1;1;1;B_Aug_Oreg_32;1;-9;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;-9;2;-9;1;1;;;;;;43;175;218;;04.05.2020 16:54;1;0;2;2;17;3;Jän.82;41
1161;;;base;interview;04.05.2020 16:54;-9;1;2;1;1;1;1;2;1;0;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;2;1;4;2;1;1;2;1;1;1;2;1;1;1;1;1;-9;;B_Aug_Wash_56;2;14.08.2019;4;;13;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;2;1;1;1;1;1;1;1;;5;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;;1;-9;2;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;;;;;;91;129;220;;04.05.2020 16:58;1;0;2;2;17;3;Jän.52;26
1162;;;base;interview;04.05.2020 16:58;-9;1;2;1;1;1;1;2;1;0;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;4;2;1;1;1;2;1;1;2;1;1;1;1;1;-9;;B_Aug_Wash_57;2;B_Aug_Wash_56;4;;13;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;2;1;1;1;1;1;1;1;;5;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;;1;-9;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;;;;;;53;90;143;;04.05.2020 17:01;1;0;2;2;17;3;Feb.32;66
1163;;;base;interview;04.05.2020 17:02;-9;0;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;2;1;4;2;1;1;2;1;1;1;2;1;1;1;1;1;-9;;B_Aug_Wash_58;2;14.08.2019;4;;13;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;;1;0;1;1;1;1;1;1;1;1;1;1;1;1;;6;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;B_Aug_Wash_56;1;-9;2;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;;;;;;116;9648;378;;04.05.2020 19:44;1;0;2;2;20;5;0.41;0
1164;;;base;interview;04.05.2020 19:45;-9;1;2;1;1;0;1;1;1;1;1;1;1;1;1;1;2;Prisoner;2;1;1;1;1;1;1;1;1;1;4;1;1;1;1;2;1;1;1;1;1;1;1;1;-9;;B_Aug_Oreg_82;2;15.08.2019;1;;13;2;2;1;1;1;1;1;1;1;1;1;1;2;1;1;;1;0;1;1;1;1;1;1;1;1;1;1;1;1;;6;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;B_Aug_Oreg_34;1;-9;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;;;;;;102;108;210;;04.05.2020 19:48;1;0;2;2;18;3;Jän.66;36
1166;;;base;interview;04.05.2020 19:54;-9;1;2;1;1;0;1;1;1;1;1;1;1;1;1;1;2;Prisoner;2;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;2;1;1;1;1;1;1;1;-9;;B_Aug_Oreg_83;2;15.08.2019;1;;13;3;2;1;1;1;1;1;1;1;1;1;1;2;1;2;Conspiracy theory, murder;1;1;2;1;1;1;1;1;1;1;1;1;1;1;;2;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;B_Aug_Oreg_34;1;-9;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;-9;2;-9;1;1;;;;;;62;1515;1577;;04.05.2020 20:22;1;0;2;2;17;3;0.83;12
1167;;;base;interview;04.05.2020 20:13;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;1;2;Prisoner;2;1;1;1;2;1;1;1;1;1;3;1;1;1;1;1;2;1;1;1;1;1;-9;1;-9;;B_Aug_Oreg_84;2;15.08.2019;1;;13;2;2;1;1;1;1;1;1;1;1;1;1;1;1;2;Financial state of person who completed suicide, conspiracy theory;1;1;2;1;1;1;1;1;1;1;1;1;1;1;;3;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;2;1;0;1;1;1;B_Aug_Oreg_32;1;-9;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;;;;;;539;378;917;;04.05.2020 20:28;1;0;2;2;17;4;0.43;0
1168;;;base;interview;04.05.2020 20:28;-9;1;2;1;1;0;1;1;1;1;1;1;1;1;1;1;2;Prisoner;2;1;1;1;1;1;1;1;1;1;4;2;1;1;1;1;2;1;1;1;1;1;1;1;-9;;B_Aug_Wash_60;2;15.08.2019;11;;13;2;2;1;1;1;1;1;1;1;1;1;1;1;1;2;Murder, conspiracy theory;1;1;2;1;1;1;1;1;1;1;1;1;1;1;;3;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;B_Aug_Wash_16;1;-9;1;1;0;1;1;1;1;1;1;1;1;1;2;1;1;1;-9;1;-9;1;1;;;;;;42;2293;304;;04.05.2020 21:07;1;0;2;2;17;3;Jän.15;30
1169;;;base;interview;04.05.2020 21:07;-9;1;2;1;1;0;1;1;1;1;1;1;1;1;1;1;2;Prisoner;2;1;2;1;1;1;1;1;1;1;4;1;1;1;1;2;1;1;2;1;1;1;1;1;-9;;B_Aug_Oreg_85;2;15.08.2019;1;;13;2;2;1;1;1;1;1;1;1;1;1;1;2;1;1;;1;1;2;1;1;1;1;1;1;1;1;1;1;1;;3;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;2;1;0;1;1;1;B_Aug_Oreg_34;1;-9;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;-9;1;-9;1;1;;;;;;81;131;212;;04.05.2020 21:11;1;0;2;2;15;2;Jän.57;28
1170;;;base;interview;04.05.2020 21:11;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;1;2;Prisoner;2;1;1;1;2;1;1;1;1;1;4;2;1;1;1;1;2;1;1;1;1;1;1;1;-9;;B_Aug_Wash_61;2;15.08.2019;1;;13;2;2;1;1;1;1;1;1;1;1;1;1;1;1;2;Relation with Bill Gates, Sex trafficking;1;0;1;1;1;1;1;1;1;1;1;1;1;1;;3;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;B_Aug_Wash_16;1;-9;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;;;;;;79;259;338;;04.05.2020 21:17;1;0;2;2;17;3;01.Sep;4
1171;;;base;interview;04.05.2020 21:18;-9;1;2;1;1;0;1;1;1;1;1;1;1;1;1;1;2;Prisoner;2;1;2;1;1;1;1;1;1;1;4;2;1;1;1;2;1;1;2;1;1;1;1;1;-9;;B_Aug_Wash_62;2;15.08.2019;1;;13;3;2;1;1;1;1;1;1;1;1;1;1;2;1;2;Murder, conspiracy theory;1;1;2;1;1;1;1;1;1;1;1;1;1;1;;3;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;2;1;0;1;1;1;B_Aug_Wash_16;1;-9;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;-9;1;-9;1;1;;;;;;183;1322;1505;;04.05.2020 21:44;1;0;2;2;15;2;0.35;0
1173;;;base;interview;04.05.2020 21:44;-9;1;2;1;1;0;1;1;1;1;1;1;1;1;1;1;2;Prisoner;2;1;2;1;1;1;1;1;1;1;4;1;1;1;1;2;1;1;2;1;1;1;1;1;-9;;B_Aug_Oreg_86;2;15.08.2019;1;;13;4;2;2;1;1;1;1;1;1;1;1;1;2;1;2;Murder, conspiracy theory;1;1;2;1;1;1;1;1;1;1;1;1;1;1;;3;1;1;2;1;1;2;1;0;1;1;1;1;1;1;1;1;1;1;1;2;1;0;1;1;1;B_Aug_Oreg_34, B_Jul_Oreg_82;1;-9;1;1;2;1;1;1;2;1;2;1;1;1;1;1;1;1;-9;1;-9;1;1;;;;;;138;1097;1235;;04.05.2020 22:11;1;0;2;2;15;2;0.45;0
1174;;;base;interview;04.05.2020 22:07;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;1;2;Prisoner;2;1;1;1;2;1;1;1;1;1;4;1;1;1;1;2;1;1;2;1;1;1;1;1;-9;;B_Aug_Oreg_87;2;15.08.2019;1;;13;3;2;1;1;1;1;1;1;1;1;1;1;2;1;2;Murder, sex trafficking charges;1;1;2;1;1;1;1;1;1;1;1;1;1;1;;4;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;2;1;0;1;1;1;B_Aug_Oreg_34;1;-9;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;-9;1;-9;1;1;;;;;;42;184;226;;04.05.2020 22:10;1;0;2;2;14;1;Jän.81;40
1176;;;base;interview;04.05.2020 22:15;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;1;2;Prisoner;2;1;1;1;2;1;1;1;1;1;4;2;1;1;1;2;1;1;1;1;1;1;1;1;-9;;B_Aug_Wash_63;2;15.08.2019;1;;13;3;2;2;1;1;1;1;1;1;1;1;1;1;1;2;Murder, Sex trafficking charges, Relation to Bill Gates;1;1;2;1;1;1;1;1;1;1;1;1;1;1;;4;1;1;2;-9;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;2;1;0;1;1;1;B_Aug_Wash_16, B_Jul_Wash_53;1;-9;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;-9;2;-9;1;1;;;;;;144;925;1069;;04.05.2020 22:33;1;0;2;2;17;4;0.46;0
1177;;;base;interview;04.05.2020 22:33;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;1;2;Prisoner;2;1;1;1;2;1;1;1;1;1;4;1;1;1;1;1;2;1;1;1;1;1;1;1;-9;;B_Aug_Oreg_89;2;15.08.2019;11;;13;3;2;1;1;1;1;1;1;1;1;1;1;2;1;2;Murder, sex trafficking;1;1;2;1;1;1;1;1;1;1;1;1;1;1;;4;1;1;2;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;B_Aug_Oreg_34;1;-9;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;;;;;;34;234;268;;04.05.2020 22:38;1;0;2;2;15;2;Jän.91;46
1179;;;base;interview;04.05.2020 22:41;-9;0;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;3;2;1;1;1;1;2;1;1;1;2;1;1;2;-9;;B_Aug_Wash_65;2;15.08.2019;9;;13;3;2;1;1;1;1;1;1;1;2;1;1;2;1;1;;1;0;1;1;1;1;1;1;1;1;1;1;1;1;;4;1;1;1;1;1;1;2;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;;1;-9;1;2;0;1;1;1;1;1;1;1;1;1;1;2;1;1;-9;1;-9;1;1;;;;;;32;205;237;;04.05.2020 22:45;1;0;2;2;22;6;02.Aug;54
1180;;;base;interview;04.05.2020 22:46;-9;1;2;1;1;0;1;1;1;1;1;1;1;1;1;1;2;Prisoner;2;1;1;2;1;1;1;1;1;1;3;1;1;1;1;1;2;1;2;1;2;2;1;2;-9;;B_Aug_Oreg_90;2;15.08.2019;1;;13;6;2;2;1;1;1;1;1;1;2;2;1;2;1;1;;2;0;1;1;1;1;1;1;1;1;1;1;1;1;;4;1;2;2;1;1;2;3;0;1;1;1;1;1;1;1;1;1;1;1;2;1;0;1;1;1;B_Aug_Oreg_32, B_Jul_Oreg_82, B_Apr_Oreg_118;1;-9;1;2;3;1;2;2;1;1;2;1;1;1;1;2;1;1;-9;1;-9;2;1;;;;;;125;819;944;;04.05.2020 23:01;1;0;2;2;17;3;0.53;0
1181;;;base;interview;04.05.2020 23:02;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;1;2;Prisoner;2;1;1;1;2;1;1;1;1;1;3;2;1;1;1;1;2;1;2;1;1;1;1;1;-9;;B_Aug_Wash_66;2;15.08.2019;11;;13;3;2;1;1;1;1;1;1;1;1;1;1;2;1;2;Murder, sex trafficking;1;1;2;1;1;1;1;1;1;1;1;1;1;1;;4;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;2;1;0;1;1;1;;1;-9;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;-9;1;-9;1;1;;;;;;37;179;216;;04.05.2020 23:05;1;0;2;2;15;2;Jän.98;49
